Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
21200	-1578.133	-1537.296	-40.83733	814261.3	9.929837	0.998592	0.99964	1.00036	1.00141	7.908147
21300	-1585.897	-1546.01	-39.88738	956121.6	10.62946	0.9987	0.999668	1.00033	1.0013	7.82956
21400	-1567.909	-1535.844	-32.06516	539321.5	12.36729	0.99827	0.999557	1.00044	1.00173	7.109512
21500	-1564.578	-1536.81	-27.76859	604741.1	10.26321	0.998366	0.999582	1.00042	1.00164	6.644903
21600	-1574.398	-1539.443	-34.95446	681632.2	10.47286	0.998461	0.999606	1.00039	1.00154	7.358143
21700	-1573.362	-1535.904	-37.45812	722177.5	11.5394	0.998505	0.999618	1.00038	1.0015	7.590902
21800	-1563.925	-1534.339	-29.58592	342220.4	9.968528	0.997828	0.999444	1.00055	1.00217	6.781144
21900	-1566.739	-1533.215	-33.52417	882048.9	10.25706	0.998647	0.999654	1.00035	1.00135	7.205174
22000	-1560.271	-1535.097	-25.17457	99458.17	12.39149	0.995972	0.998968	1.00103	1.00403	6.552571
22100	-1551.832	-1522.227	-29.6049	402413.8	12.92582	0.997997	0.999487	1.00051	1.002	6.893801
22200	-1563.549	-1534.395	-29.15364	785822.1	11.30997	0.998566	0.999633	1.00037	1.00143	6.863754
22300	-1579.417	-1543.594	-35.82305	558623.3	8.837033	0.9983	0.999565	1.00043	1.0017	7.221938
22400	-1558.971	-1527.285	-31.68569	803227.8	11.92637	0.998582	0.999637	1.00036	1.00142	7.089193
22500	-1582.685	-1542.983	-39.70254	785180.3	11.83355	0.998566	0.999633	1.00037	1.00143	7.767714
22600	-1570.763	-1548.064	-22.69877	918899.1	13.67125	0.998674	0.999661	1.00034	1.00133	6.350451
22700	-1570.868	-1540.397	-30.4718	88968.27	10.35472	0.995742	0.998908	1.00109	1.00426	6.91834
22800	-1576.6	-1536.586	-40.01436	741031.4	12.32882	0.998524	0.999622	1.00038	1.00148	7.755606
22900	-1576.532	-1548.091	-28.44109	289258.4	13.05775	0.997638	0.999395	1.0006	1.00236	6.799104
23000	-1580.295	-1546.708	-33.5873	782171.2	11.99133	0.998563	0.999633	1.00037	1.00144	7.246792
23100	-1570.522	-1530.967	-39.55514	218275.2	10.10243	0.997281	0.999304	1.00069	1.00272	7.787693
23200	-1572.9	-1543.615	-29.28582	128840.6	10.67559	0.996461	0.999093	1.0009	1.00354	6.836277
23300	-1561.112	-1527.363	-33.74904	291777.3	13.16902	0.997648	0.999398	1.0006	1.00235	7.197798
23400	-1577.208	-1548.591	-28.61712	772074.6	12.85563	0.998554	0.99963	1.00037	1.00145	6.819694
23500	-1595.038	-1553.726	-41.31187	959834.3	10.96872	0.998703	0.999668	1.00033	1.0013	7.954545
23600	-1565.349	-1541.992	-23.35757	708644.9	13.57759	0.99849	0.999614	1.00039	1.00151	6.401122
23700	-1563.727	-1530.019	-33.70817	32307.79	16.21506	0.992937	0.998185	1.0018	1.00708	6.896312
23800	-1570.142	-1537.676	-32.46553	163844.8	13.27623	0.996861	0.999196	1.0008	1.00314	7.093293
23900	-1563.384	-1535.69	-27.69485	9600.452	12.14829	0.987057	0.996657	1.00328	1.013	6.756524
24000	-1572.538	-1545.667	-26.87108	856955.8	11.69666	0.998627	0.999649	1.00035	1.00137	6.679388
24100	-1559.788	-1529.89	-29.89843	999109.9	13.39106	0.998729	0.999675	1.00032	1.00127	6.893714
